사고번호,사고일시,요일,시군구,사고내용,사망자수,중상자수,경상자수,부상신고자수,사고유형,법규위반,노면상태,기상상태,도로형태,가해운전자 차종,가해운전자 성별,가해운전자 연령,가해운전자 상해정도,피해운전자 차종,피해운전자 성별,피해운전자 연령,피해운전자 상해정도,사상자합계
2022072100100403,2022년 7월 21일 17시,목요일,세종특별자치시 대평동,경상사고,0,0,1,0,차대차 - 기타,교차로운행방법위반,젖음/습기,흐림,교차로 - 교차로안,승용,남,65세,상해없음,승용,여,21세,경상,0.0068
2022072100100447,2022년 7월 21일 18시,목요일,세종특별자치시 다정동,경상사고,0,0,1,0,차대사람 - 보도통행중,안전운전불이행,건조,흐림,단일로 - 기타,기타불명,기타불명,미분류,기타불명,보행자,남,13세,경상,0.0068
2022072200100043,2022년 7월 22일 04시,금요일,세종특별자치시 대평동,경상사고,0,0,1,0,차대차 - 측면충돌,신호위반,젖음/습기,흐림,교차로 - 교차로안,승용,남,23세,상해없음,승용,여,60세,경상,0.0068
2022072200100116,2022년 7월 22일 08시,금요일,세종특별자치시 집현동,경상사고,0,0,1,0,차대차 - 기타,신호위반,건조,맑음,교차로 - 교차로안,승용,여,28세,상해없음,승용,여,42세,경상,0.0068
2022072200100295,2022년 7월 22일 13시,금요일,세종특별자치시 종촌동,경상사고,0,0,1,0,차대차 - 측면충돌,안전거리미확보,건조,맑음,단일로 - 기타,승용,여,57세,상해없음,화물,남,62세,상해없음,0.0068
2022072200100328,2022년 7월 22일 14시,금요일,세종특별자치시 어진동,중상사고,0,1,0,1,차대차 - 측면충돌,신호위반,건조,맑음,교차로 - 교차로안,승용,여,44세,부상신고,승용,여,42세,중상,0.1201
2022072200100397,2022년 7월 22일 16시,금요일,세종특별자치시 대평동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 터널,승용,남,60세,상해없음,승용,남,47세,경상,0.0068
2022072300100175,2022년 7월 23일 11시,토요일,세종특별자치시 나성동,경상사고,0,0,1,0,차대차 - 추돌,안전거리미확보,건조,맑음,단일로 - 기타,이륜,남,42세,상해없음,승용,여,38세,경상,0.0068
2022072300100314,2022년 7월 23일 15시,토요일,세종특별자치시 보람동,중상사고,0,1,0,0,차대차 - 기타,중앙선침범,건조,맑음,단일로 - 기타,이륜,남,28세,상해없음,이륜,남,51세,중상,0.1168
2022072400100306,2022년 7월 24일 18시,일요일,세종특별자치시 대평동,경상사고,0,0,1,0,차량단독 - 공작물충돌,안전운전불이행,건조,흐림,단일로 - 기타,승용,남,62세,경상,,,,,0.0068
2022072400100394,2022년 7월 24일 22시,일요일,세종특별자치시 대평동,경상사고,0,0,2,1,차대차 - 측면충돌,신호위반,젖음/습기,흐림,교차로 - 교차로안,승용,여,32세,부상신고,승용,남,38세,경상,0.0169
2022072500100498,2022년 7월 25일 18시,월요일,세종특별자치시 종촌동,경상사고,0,0,1,0,차대사람 - 보도통행중,안전운전불이행,건조,맑음,기타 - 기타,개인형이동수단(PM),여,16세,상해없음,보행자,남,3세,경상,0.0068
2022072600100013,2022년 7월 26일 00시,화요일,세종특별자치시 나성동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,단일로 - 기타,승용,남,30세,상해없음,보행자,남,33세,경상,0.0068
2022072600100231,2022년 7월 26일 11시,화요일,세종특별자치시 전의면,경상사고,0,0,2,0,차대차 - 추돌,안전거리미확보,건조,맑음,기타 - 기타,화물,남,69세,상해없음,승용,남,67세,경상,0.0136
2022072600100503,2022년 7월 26일 18시,화요일,세종특별자치시 조치원읍,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,자전거,남,79세,경상,승용,여,22세,상해없음,0.0068
2022072700100461,2022년 7월 27일 18시,수요일,세종특별자치시 새롬동,중상사고,0,1,0,0,차대차 - 측면충돌,보행자보호의무위반,건조,맑음,교차로 - 교차로부근,승용,여,23세,상해없음,자전거,남,9세,중상,0.1168
2022072800100172,2022년 7월 28일 10시,목요일,세종특별자치시 보람동,중상사고,0,1,0,0,차대사람 - 횡단중,신호위반,건조,맑음,교차로 - 교차로횡단보도내,화물,남,75세,상해없음,보행자,여,25세,중상,0.1168
2022072900100080,2022년 7월 29일 07시,금요일,세종특별자치시 조치원읍,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,53세,상해없음,자전거,여,66세,경상,0.0068
2022072900100572,2022년 7월 29일 20시,금요일,세종특별자치시 소정면,부상신고사고,0,0,0,1,차대차 - 추돌,안전거리미확보,건조,맑음,교차로 - 교차로부근,승용,남,46세,상해없음,승용,남,29세,부상신고,0.0033
2022073000100228,2022년 7월 30일 12시,토요일,세종특별자치시 도담동,부상신고사고,0,0,0,6,차대차 - 추돌,안전운전불이행,건조,흐림,단일로 - 기타,화물,남,67세,부상신고,승합,남,61세,부상신고,0.019799999999999998
2022073000100415,2022년 7월 30일 17시,토요일,세종특별자치시 전의면,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로부근,화물,남,54세,상해없음,보행자,여,51세,경상,0.0068
2022073000100467,2022년 7월 30일 19시,토요일,세종특별자치시 다정동,부상신고사고,0,0,0,1,차대차 - 측면충돌,불법유턴,건조,흐림,단일로 - 기타,승용,여,54세,상해없음,이륜,남,26세,부상신고,0.0033
2022073000100564,2022년 7월 30일 23시,토요일,세종특별자치시 나성동,부상신고사고,0,0,0,1,차대차 - 측면충돌,불법유턴,건조,흐림,교차로 - 교차로부근,승용,남,44세,기타불명,이륜,남,18세,부상신고,0.0033
2022073100100266,2022년 7월 31일 15시,일요일,세종특별자치시 소정면,경상사고,0,0,1,0,차대차 - 추돌,안전거리미확보,젖음/습기,비,단일로 - 기타,화물,남,53세,상해없음,승용,남,50세,상해없음,0.0068
2022073100100312,2022년 7월 31일 17시,일요일,세종특별자치시 조치원읍,중상사고,0,1,0,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,52세,상해없음,자전거,남,64세,중상,0.1168
2022073100100468,2022년 7월 31일 23시,일요일,세종특별자치시 도담동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,젖음/습기,비,기타 - 기타,승합,남,53세,상해없음,보행자,여,32세,경상,0.0068
2022080100100370,2022년 8월 1일 17시,월요일,세종특별자치시 해밀동,중상사고,0,1,0,0,차대차 - 추돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,여,46세,상해없음,승용,남,49세,상해없음,0.1168
2022080100100435,2022년 8월 1일 19시,월요일,세종특별자치시 반곡동,사망사고,1,0,0,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,개인형이동수단(PM),남,14세,상해없음,보행자,여,78세,사망,1.0
2022080200100355,2022년 8월 2일 16시,화요일,세종특별자치시 보람동,중상사고,0,1,0,0,차대사람 - 횡단중,신호위반,건조,맑음,단일로 - 기타,승용,여,35세,상해없음,보행자,여,24세,중상,0.1168
2022080300100496,2022년 8월 3일 20시,수요일,세종특별자치시 보람동,경상사고,0,0,1,0,차대차 - 정면충돌,기타,건조,맑음,단일로 - 기타,자전거,남,13세,기타불명,자전거,남,59세,경상,0.0068
2022080400100092,2022년 8월 4일 08시,목요일,세종특별자치시 고운동,경상사고,0,0,2,0,차대차 - 측면충돌,신호위반,건조,맑음,교차로 - 교차로안,승용,남,61세,상해없음,승용,여,35세,경상,0.0136
2022080400100496,2022년 8월 4일 20시,목요일,세종특별자치시 장군면,중상사고,0,1,0,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,26세,상해없음,자전거,남,38세,중상,0.1168
2022080500100238,2022년 8월 5일 12시,금요일,세종특별자치시 종촌동,부상신고사고,0,0,0,1,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,여,66세,상해없음,자전거,남,43세,부상신고,0.0033
2022080600100088,2022년 8월 6일 08시,토요일,세종특별자치시 도담동,경상사고,0,0,2,0,차대사람 - 보도통행중,안전운전불이행,건조,맑음,단일로 - 기타,자전거,여,76세,경상,보행자,남,24세,경상,0.0136
2022080600100368,2022년 8월 6일 17시,토요일,세종특별자치시 장군면,경상사고,0,0,3,0,차대차 - 측면충돌,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,64세,상해없음,승용,여,38세,경상,0.020399999999999998
2022080600100393,2022년 8월 6일 18시,토요일,세종특별자치시 아름동,중상사고,0,2,0,0,차대차 - 측면충돌,신호위반,건조,맑음,교차로 - 교차로안,승용,남,41세,상해없음,승용,남,67세,중상,0.2336
2022080700100317,2022년 8월 7일 19시,일요일,세종특별자치시 금남면,경상사고,0,0,5,0,차대차 - 기타,기타,건조,맑음,단일로 - 기타,승용,남,61세,상해없음,승용,여,36세,경상,0.033999999999999996
2022080800100267,2022년 8월 8일 14시,월요일,세종특별자치시 전의면,사망사고,1,0,0,0,차량단독 - 도로외이탈 - 기타,안전운전불이행,젖음/습기,비,단일로 - 기타,화물,남,84세,사망,,,,,1.0
2022080800100391,2022년 8월 8일 17시,월요일,세종특별자치시 보람동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,젖음/습기,흐림,교차로 - 교차로부근,승용,여,45세,상해없음,승용,여,27세,경상,0.0068
2022080900100124,2022년 8월 9일 09시,화요일,세종특별자치시 조치원읍,중상사고,0,1,0,0,차대차 - 측면충돌,신호위반,젖음/습기,흐림,교차로 - 교차로안,승용,남,53세,상해없음,승용,여,69세,중상,0.1168
2022080900100236,2022년 8월 9일 13시,화요일,세종특별자치시 조치원읍,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,화물,남,34세,상해없음,자전거,남,82세,경상,0.0068
2022081000100013,2022년 8월 10일 00시,수요일,세종특별자치시 조치원읍,중상사고,0,1,0,0,차대차 - 추돌,안전운전불이행,건조,흐림,교차로 - 교차로부근,승용,남,52세,상해없음,승용,남,27세,중상,0.1168
2022081000100411,2022년 8월 10일 18시,수요일,세종특별자치시 조치원읍,경상사고,0,0,1,0,차대사람 - 보도통행중,보행자보호의무위반,젖음/습기,비,교차로 - 교차로횡단보도내,승용,남,45세,상해없음,보행자,남,31세,경상,0.0068
2022081100100486,2022년 8월 11일 22시,목요일,세종특별자치시 대평동,중상사고,0,1,0,0,차대차 - 정면충돌,중앙선침범,젖음/습기,비,교차로 - 교차로안,승용,남,42세,상해없음,이륜,여,45세,중상,0.1168
2022081100100497,2022년 8월 11일 23시,목요일,세종특별자치시 고운동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,젖음/습기,비,교차로 - 교차로부근,승용,남,58세,상해없음,승용,남,40세,경상,0.0068
2022081100100498,2022년 8월 11일 23시,목요일,세종특별자치시 다정동,경상사고,0,0,4,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로횡단보도내,승용,여,51세,상해없음,승용,남,28세,경상,0.0272
2022081200100395,2022년 8월 12일 16시,금요일,세종특별자치시 나성동,부상신고사고,0,0,0,1,차대차 - 기타,신호위반,건조,맑음,교차로 - 교차로안,승용,남,20세,상해없음,승용,여,42세,부상신고,0.0033
2022081200100444,2022년 8월 12일 17시,금요일,세종특별자치시 나성동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,여,34세,상해없음,승용,여,52세,경상,0.0068
2022081200100623,2022년 8월 12일 22시,금요일,세종특별자치시 나성동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,흐림,교차로 - 교차로안,승용,여,59세,상해없음,승용,남,54세,경상,0.0068
2022081300100282,2022년 8월 13일 14시,토요일,세종특별자치시 조치원읍,경상사고,0,0,2,0,차대차 - 추돌,안전거리미확보,젖음/습기,비,교차로 - 교차로부근,승용,남,68세,경상,화물,남,60세,경상,0.0136
2022081300100342,2022년 8월 13일 16시,토요일,세종특별자치시 연동면,경상사고,0,0,1,0,차대차 - 기타,신호위반,건조,맑음,교차로 - 교차로안,승용,여,40세,상해없음,승용,남,34세,경상,0.0068
2022081300100499,2022년 8월 13일 21시,토요일,세종특별자치시 조치원읍,경상사고,0,0,1,0,차대차 - 추돌,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,44세,상해없음,승용,남,53세,경상,0.0068
2022081500100434,2022년 8월 15일 22시,월요일,세종특별자치시 나성동,부상신고사고,0,0,0,1,차대차 - 기타,안전운전불이행,젖음/습기,비,단일로 - 기타,이륜,남,49세,상해없음,승용,여,55세,부상신고,0.0033
2022081600100098,2022년 8월 16일 08시,화요일,세종특별자치시 조치원읍,경상사고,0,0,1,0,차대차 - 측면충돌,신호위반,건조,흐림,교차로 - 교차로부근,승용,남,64세,상해없음,승용,여,53세,경상,0.0068
2022081600100099,2022년 8월 16일 08시,화요일,세종특별자치시 산울동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,30세,상해없음,승용,남,44세,경상,0.0068
2022081600100577,2022년 8월 16일 23시,화요일,세종특별자치시 반곡동,중상사고,0,1,1,0,차대차 - 측면충돌,교차로운행방법위반,건조,맑음,교차로 - 교차로안,승용,여,43세,중상,승용,여,23세,경상,0.1236
2022081700100117,2022년 8월 17일 08시,수요일,세종특별자치시 새롬동,경상사고,0,0,1,0,차대차 - 측면충돌,안전거리미확보,건조,맑음,교차로 - 교차로안,승용,여,41세,상해없음,승용,여,31세,경상,0.0068
2022081700100447,2022년 8월 17일 17시,수요일,세종특별자치시 금남면,부상신고사고,0,0,0,1,차대사람 - 횡단중,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,25세,기타불명,보행자,남,54세,부상신고,0.0033
2022081700100637,2022년 8월 17일 23시,수요일,세종특별자치시 어진동,부상신고사고,0,0,0,1,차대차 - 측면충돌,안전거리미확보,건조,흐림,교차로 - 교차로안,승용,남,48세,상해없음,승용,여,38세,부상신고,0.0033
2022081800100114,2022년 8월 18일 08시,목요일,세종특별자치시 금남면,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,흐림,단일로 - 기타,승용,남,38세,상해없음,이륜,남,61세,경상,0.0068
2022081800100284,2022년 8월 18일 13시,목요일,세종특별자치시 전의면,경상사고,0,0,6,0,차대차 - 측면충돌,신호위반,건조,맑음,교차로 - 교차로안,승용,여,69세,상해없음,승용,남,50세,경상,0.040799999999999996
2022081800100377,2022년 8월 18일 16시,목요일,세종특별자치시 조치원읍,중상사고,0,1,0,0,차대차 - 측면충돌,안전거리미확보,건조,흐림,단일로 - 고가도로위,화물,남,48세,상해없음,승용,여,42세,중상,0.1168
2022081800100378,2022년 8월 18일 16시,목요일,세종특별자치시 대평동,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,교차로 - 교차로횡단보도내,개인형이동수단(PM),여,14세,상해없음,보행자,여,34세,경상,0.0068
2022081800100527,2022년 8월 18일 20시,목요일,세종특별자치시 조치원읍,경상사고,0,0,1,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,승용,여,60세,상해없음,승용,남,18세,경상,0.0068
2022081900100263,2022년 8월 19일 12시,금요일,세종특별자치시 나성동,경상사고,0,0,1,0,차대차 - 기타,안전거리미확보,건조,맑음,교차로 - 교차로안,승용,남,78세,상해없음,승용,여,31세,경상,0.0068
2022081900100389,2022년 8월 19일 16시,금요일,세종특별자치시 조치원읍,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,흐림,교차로 - 교차로부근,승용,남,41세,기타불명,승용,여,49세,경상,0.0068
2022081900100436,2022년 8월 19일 17시,금요일,세종특별자치시 종촌동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,기타 - 기타,개인형이동수단(PM),남,13세,상해없음,보행자,여,11세,경상,0.0068
2022081900100484,2022년 8월 19일 18시,금요일,세종특별자치시 고운동,경상사고,0,0,1,0,차대사람 - 횡단중,신호위반,건조,맑음,교차로 - 교차로안,승합,여,34세,상해없음,보행자,여,49세,경상,0.0068
2022081900100485,2022년 8월 19일 18시,금요일,세종특별자치시 소담동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로횡단보도내,자전거,남,77세,경상,승합,남,28세,상해없음,0.0068
2022081900100563,2022년 8월 19일 20시,금요일,세종특별자치시 조치원읍,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,46세,상해없음,이륜,남,19세,경상,0.0068
2022081900100588,2022년 8월 19일 21시,금요일,세종특별자치시 종촌동,경상사고,0,0,1,0,차대사람 - 횡단중,신호위반,건조,맑음,교차로 - 교차로횡단보도내,이륜,남,60세,상해없음,보행자,여,5세,경상,0.0068
2022081900100626,2022년 8월 19일 23시,금요일,세종특별자치시 조치원읍,중상사고,0,1,0,0,차대차 - 기타,안전거리미확보,건조,맑음,교차로 - 교차로안,승용,남,61세,상해없음,이륜,남,35세,중상,0.1168
2022082000100128,2022년 8월 20일 09시,토요일,세종특별자치시 아름동,경상사고,0,0,1,0,차대차 - 추돌,신호위반,건조,흐림,단일로 - 기타,화물,남,56세,상해없음,승용,여,40세,경상,0.0068
2022082000100250,2022년 8월 20일 12시,토요일,세종특별자치시 어진동,경상사고,0,0,1,0,차대차 - 측면충돌,신호위반,건조,맑음,교차로 - 교차로부근,승용,남,27세,상해없음,승용,남,59세,경상,0.0068
2022082000100251,2022년 8월 20일 12시,토요일,세종특별자치시 나성동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,여,44세,상해없음,승합,남,52세,경상,0.0068
2022082000100301,2022년 8월 20일 13시,토요일,세종특별자치시 어진동,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,18세,상해없음,승용,여,34세,경상,0.0136
2022082000100422,2022년 8월 20일 16시,토요일,세종특별자치시 나성동,중상사고,0,1,0,0,차대사람 - 기타,보행자보호의무위반,건조,맑음,단일로 - 기타,승용,남,41세,상해없음,보행자,여,8세,중상,0.1168
2022082100100091,2022년 8월 21일 09시,일요일,세종특별자치시 도담동,부상신고사고,0,0,0,1,차대사람 - 보도통행중,안전운전불이행,건조,맑음,단일로 - 기타,개인형이동수단(PM),남,15세,상해없음,보행자,남,68세,부상신고,0.0033
2022082100100115,2022년 8월 21일 10시,일요일,세종특별자치시 소정면,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,기타 - 기타,승용,남,59세,상해없음,보행자,여,36세,경상,0.0068
2022082100100237,2022년 8월 21일 14시,일요일,세종특별자치시 조치원읍,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,70세,상해없음,승용,여,29세,경상,0.0068
2022082100100368,2022년 8월 21일 19시,일요일,세종특별자치시 어진동,부상신고사고,0,0,0,1,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,30세,상해없음,자전거,남,13세,부상신고,0.0033
2022082200100076,2022년 8월 22일 07시,월요일,세종특별자치시 합강동,경상사고,0,0,2,1,차대차 - 추돌,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,43세,상해없음,승용,남,38세,부상신고,0.0169
2022082200100077,2022년 8월 22일 07시,월요일,세종특별자치시 새롬동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,46세,상해없음,승용,여,44세,경상,0.0068
2022082200100333,2022년 8월 22일 15시,월요일,세종특별자치시 다정동,경상사고,0,0,1,1,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,47세,경상,승용,남,68세,상해없음,0.0101
2022082200100394,2022년 8월 22일 17시,월요일,세종특별자치시 종촌동,중상사고,0,1,0,0,차대사람 - 횡단중,신호위반,건조,맑음,교차로 - 교차로횡단보도내,승용,남,41세,상해없음,보행자,남,15세,중상,0.1168
2022082300100461,2022년 8월 23일 17시,화요일,세종특별자치시 연기면,경상사고,0,0,1,1,차대차 - 추돌,안전거리미확보,젖음/습기,흐림,단일로 - 기타,이륜,남,22세,부상신고,승용,여,69세,경상,0.0101
2022082300100566,2022년 8월 23일 20시,화요일,세종특별자치시 장군면,경상사고,0,0,1,0,차대사람 - 길가장자리구역통행중,보행자보호의무위반,건조,흐림,교차로 - 교차로부근,승용,남,52세,상해없음,보행자,남,57세,경상,0.0068
2022082400100235,2022년 8월 24일 11시,수요일,세종특별자치시 조치원읍,중상사고,0,1,0,0,차대사람 - 길가장자리구역통행중,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,34세,상해없음,보행자,여,77세,중상,0.1168
2022082400100329,2022년 8월 24일 14시,수요일,세종특별자치시 고운동,부상신고사고,0,0,0,1,차대차 - 측면충돌,중앙선침범,건조,맑음,단일로 - 기타,승합,여,58세,상해없음,승용,여,42세,부상신고,0.0033
2022082400100528,2022년 8월 24일 19시,수요일,세종특별자치시 조치원읍,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,여,36세,상해없음,보행자,남,69세,중상,0.1168
2022082500100561,2022년 8월 25일 22시,목요일,세종특별자치시 반곡동,중상사고,0,1,0,0,차대차 - 측면충돌,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,26세,상해없음,이륜,남,49세,중상,0.1168
2022082700100041,2022년 8월 27일 02시,토요일,세종특별자치시 한솔동,경상사고,0,0,1,0,차량단독 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,58세,상해없음,,,,,0.0068
2022082700100181,2022년 8월 27일 10시,토요일,세종특별자치시 종촌동,부상신고사고,0,0,0,1,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,개인형이동수단(PM),남,15세,상해없음,보행자,여,28세,부상신고,0.0033
2022082700100223,2022년 8월 27일 11시,토요일,세종특별자치시 다정동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,여,33세,상해없음,승용,남,45세,경상,0.0068
2022082700100485,2022년 8월 27일 17시,토요일,세종특별자치시 아름동,중상사고,0,1,0,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,여,45세,상해없음,개인형이동수단(PM),남,16세,중상,0.1168
2022082800100083,2022년 8월 28일 08시,일요일,세종특별자치시 부강면,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,건조,맑음,기타 - 기타,화물,남,62세,상해없음,보행자,여,62세,중상,0.1168
2022082800100432,2022년 8월 28일 19시,일요일,세종특별자치시 조치원읍,사망사고,1,0,0,0,차대사람 - 차도통행중,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,64세,상해없음,보행자,여,74세,사망,1.0
2022082900100262,2022년 8월 29일 12시,월요일,세종특별자치시 조치원읍,경상사고,0,0,2,0,차대차 - 기타,안전운전불이행,젖음/습기,비,교차로 - 교차로부근,승용,남,22세,상해없음,승용,남,52세,경상,0.0136
2022083000100129,2022년 8월 30일 08시,화요일,세종특별자치시 어진동,경상사고,0,0,3,0,차대차 - 추돌,신호위반,건조,흐림,교차로 - 교차로안,승용,남,30세,경상,승용,남,45세,경상,0.020399999999999998
2022083000100309,2022년 8월 30일 14시,화요일,세종특별자치시 어진동,경상사고,0,0,1,0,차대차 - 기타,안전거리미확보,젖음/습기,비,단일로 - 기타,승용,남,57세,상해없음,승합,남,47세,상해없음,0.0068
2022083000100470,2022년 8월 30일 18시,화요일,세종특별자치시 새롬동,경상사고,0,0,1,0,차대차 - 추돌,안전거리미확보,젖음/습기,비,단일로 - 기타,승용,남,21세,상해없음,승용,여,35세,경상,0.0068
2022083100100204,2022년 8월 31일 11시,수요일,세종특별자치시 전동면,경상사고,0,0,2,0,차대차 - 기타,안전거리미확보,건조,흐림,단일로 - 기타,화물,남,55세,상해없음,승용,남,35세,경상,0.0136
2022083100100324,2022년 8월 31일 15시,수요일,세종특별자치시 조치원읍,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,기타불명,기타불명,미분류,기타불명,보행자,남,43세,경상,0.0068
2022090100100020,2022년 9월 1일 02시,목요일,세종특별자치시 아름동,부상신고사고,0,0,0,2,차량단독 - 공작물충돌,안전운전불이행,건조,맑음,단일로 - 기타,이륜,남,16세,상해없음,,,,,0.0066
2022090100100128,2022년 9월 1일 08시,목요일,세종특별자치시 조치원읍,경상사고,0,0,2,0,차대차 - 측면충돌,중앙선침범,건조,맑음,단일로 - 기타,이륜,여,60세,경상,승용,여,36세,경상,0.0136
2022090100100129,2022년 9월 1일 08시,목요일,세종특별자치시 고운동,부상신고사고,0,0,0,2,차대차 - 정면충돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,개인형이동수단(PM),남,18세,부상신고,자전거,남,13세,부상신고,0.0066
2022090100100130,2022년 9월 1일 08시,목요일,세종특별자치시 고운동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,44세,상해없음,승용,여,28세,경상,0.0068
2022090100100260,2022년 9월 1일 12시,목요일,세종특별자치시 금남면,부상신고사고,0,0,0,1,차대차 - 측면충돌,안전거리미확보,건조,맑음,단일로 - 기타,건설기계,남,38세,상해없음,승용,여,26세,부상신고,0.0033
2022090100100371,2022년 9월 1일 15시,목요일,세종특별자치시 연기면,부상신고사고,0,0,0,1,차대차 - 추돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,여,54세,상해없음,승용,남,41세,부상신고,0.0033
2022090200100145,2022년 9월 2일 08시,금요일,세종특별자치시 세종동,경상사고,0,0,1,0,차대차 - 추돌,안전거리미확보,건조,맑음,교차로 - 교차로부근,승용,남,40세,상해없음,승용,남,28세,경상,0.0068
2022090200100188,2022년 9월 2일 09시,금요일,세종특별자치시 전의면,경상사고,0,0,2,0,차대차 - 측면충돌,직진우회전진행방해,건조,맑음,교차로 - 교차로안,화물,남,51세,상해없음,승합,남,47세,상해없음,0.0136
2022090200100326,2022년 9월 2일 13시,금요일,세종특별자치시 조치원읍,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,61세,기타불명,승용,남,37세,경상,0.0068
2022090200100467,2022년 9월 2일 16시,금요일,세종특별자치시 조치원읍,경상사고,0,0,1,0,차대차 - 측면충돌,교차로운행방법위반,건조,맑음,교차로 - 교차로안,개인형이동수단(PM),남,19세,경상,화물,남,28세,상해없음,0.0068
2022090200100582,2022년 9월 2일 18시,금요일,세종특별자치시 연서면,경상사고,0,0,1,0,차대차 - 추돌,안전거리미확보,건조,맑음,단일로 - 기타,승용,여,26세,상해없음,승용,남,66세,경상,0.0068
2022090200100657,2022년 9월 2일 20시,금요일,세종특별자치시 다정동,경상사고,0,0,3,0,차대차 - 추돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,29세,상해없음,승용,여,36세,경상,0.020399999999999998
2022090300100470,2022년 9월 3일 17시,토요일,세종특별자치시 연기면,중상사고,0,1,0,0,차량단독 - 전도전복 - 전도,안전운전불이행,건조,흐림,교차로 - 교차로안,자전거,여,67세,중상,,,,,0.1168
2022090400100082,2022년 9월 4일 08시,일요일,세종특별자치시 대평동,경상사고,0,0,1,0,차량단독 - 전도전복 - 전도,안전운전불이행,건조,맑음,단일로 - 기타,이륜,남,25세,경상,,,,,0.0068
2022090400100493,2022년 9월 4일 23시,일요일,세종특별자치시 어진동,부상신고사고,0,0,0,1,차대사람 - 횡단중,안전운전불이행,젖음/습기,비,교차로 - 교차로부근,승용,남,27세,상해없음,보행자,여,22세,부상신고,0.0033
